Compound ID,DOI,Uniprot,cell_line_assay,readout_assay,timepoint_assay,cell_lines_abstract,readouts_abstract,cell_lines_fulltext,readouts_fulltext,cell_lines_chembl,cell_line_best
2928,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2928,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2928,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2928,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2929,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2929,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2929,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2929,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2930,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2930,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2930,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2930,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2931,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2931,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2931,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2931,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2932,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2932,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2932,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2932,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2933,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2933,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2933,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2933,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2934,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2934,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2934,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2934,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2935,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2935,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2935,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2935,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2936,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2936,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2936,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2936,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2937,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2937,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2937,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2937,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2938,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2938,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2938,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2938,10.1016/j.bioorg.2021.105508,P36888,BaF3,other,,,,,,,BaF3
2939,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2939,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2939,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2939,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2940,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2940,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2940,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2940,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2941,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2941,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2941,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2941,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,other,,,,,,,BaF3 FLT3-ITD-F691L
2942,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2942,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2942,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2942,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2943,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2943,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2943,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2943,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2944,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2944,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2944,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2944,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2945,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2945,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2945,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2945,10.1016/j.bioorg.2021.105508,P36888,BaF3 FLT3-ITD-F691L,,,,,,,,BaF3 FLT3-ITD-F691L
2946,10.1016/j.bioorg.2021.105505,P01106,HCT116,,,gastrointestinal cancer cell lines,,,,HEK293T; HL60; HeLa; Jurkat; MDA-MB-231; PC3,HCT116
2947,10.1016/j.bioorg.2021.104901,Q00987,A549,,,A549; Huh7; HepG2,Western blot,,,LNCaP; LnCAP; MCF7; MDA-MB-231; PC3; U2OS,A549
2948,10.1016/j.bioorg.2021.104901,Q00987,Huh7,,,A549; Huh7; HepG2,Western blot,,,LNCaP; LnCAP; MCF7; MDA-MB-231; PC3; U2OS,Huh7
2949,10.1016/j.bioorg.2021.104901,Q00987,HepG2,,,A549; Huh7; HepG2,Western blot,,,LNCaP; LnCAP; MCF7; MDA-MB-231; PC3; U2OS,HepG2
2950,10.1016/j.bioorg.2021.104901,Q00987,A549,other,,A549; Huh7; HepG2,Western blot,,,LNCaP; LnCAP; MCF7; MDA-MB-231; PC3; U2OS,A549
2951,10.1016/j.bioorg.2021.104901,Q00987,Huh7,other,,A549; Huh7; HepG2,Western blot,,,LNCaP; LnCAP; MCF7; MDA-MB-231; PC3; U2OS,Huh7
2952,10.1016/j.bioorg.2021.104901,Q00987,HepG2,other,,A549; Huh7; HepG2,Western blot,,,LNCaP; LnCAP; MCF7; MDA-MB-231; PC3; U2OS,HepG2
2953,10.1016/j.bioorg.2021.104833,Q9NZQ7,B16F10,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,B16F10
2954,10.1016/j.bioorg.2021.104833,Q9NZQ7,4T1,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,4T1
2955,10.1016/j.bioorg.2021.104833,Q9NZQ7,MC-38,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,MC-38
2956,10.1016/j.bioorg.2021.104833,Q9NZQ7,B16F10,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,B16F10
2957,10.1016/j.bioorg.2021.104833,Q9NZQ7,4T1,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,4T1
2958,10.1016/j.bioorg.2021.104833,Q9NZQ7,MC-38,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,MC-38
2959,10.1016/j.bioorg.2021.104833,Q9NZQ7,B16F10,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,B16F10
2960,10.1016/j.bioorg.2021.104833,Q9NZQ7,B16F10,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,B16F10
2961,10.1016/j.bioorg.2021.104833,Q9NZQ7,4T1,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,4T1
2962,10.1016/j.bioorg.2021.104833,Q9NZQ7,MC-38,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,MC-38
2963,10.1016/j.bioorg.2021.104833,Q9NZQ7,B16F10,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,B16F10
2964,10.1016/j.bioorg.2021.104833,Q9NZQ7,4T1,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,4T1
2965,10.1016/j.bioorg.2021.104833,Q9NZQ7,MC-38,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,MC-38
2966,10.1016/j.bioorg.2021.104833,Q9NZQ7,B16F10,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,B16F10
2967,10.1016/j.bioorg.2021.104833,Q9NZQ7,4T1,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,4T1
2968,10.1016/j.bioorg.2021.104833,Q9NZQ7,MC-38,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,MC-38
2969,10.1016/j.bioorg.2021.104833,Q9NZQ7,B16F10,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,B16F10
2970,10.1016/j.bioorg.2021.104833,Q9NZQ7,,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,MC-38
2971,10.1016/j.bioorg.2021.104833,Q9NZQ7,,other,,MC-38,Western blot,,,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,MC-38
2972,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2973,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2974,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2975,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2976,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2977,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2978,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2979,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2980,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2981,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2982,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2983,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2984,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2985,10.1016/j.bioorg.2021.105447,P01116,NCI-H358,other,48.0,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2986,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2987,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2988,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2989,10.1016/j.bioorg.2021.105447,P01116,,,,NCI-H358,Western blot,,,A549; HCT116,NCI-H358
2990,10.1021/acs.biochem.1c00377,Q06124,,,,leukemic cells,degradation reporter,K562; MV4;11; MOLM-13; HEK293T; HEK293; Ba/F3; NIH3T3,Western blot; flow cytometry; degradation reporter,HEK293,K562
2991,10.1021/acs.biochem.1c00377,Q06124,,,,leukemic cells,degradation reporter,K562; MV4;11; MOLM-13; HEK293T; HEK293; Ba/F3; NIH3T3,Western blot; flow cytometry; degradation reporter,HEK293,K562
2992,10.1021/acs.biochem.1c00377,Q06124,,,,leukemic cells,degradation reporter,K562; MV4;11; MOLM-13; HEK293T; HEK293; Ba/F3; NIH3T3,Western blot; flow cytometry; degradation reporter,HEK293,K562
2993,10.1021/acs.biochem.1c00377,Q06124,,,,leukemic cells,degradation reporter,K562; MV4;11; MOLM-13; HEK293T; HEK293; Ba/F3; NIH3T3,Western blot; flow cytometry; degradation reporter,HEK293,K562
2994,10.1021/acs.biochem.1c00377,Q06124,,other,,leukemic cells,degradation reporter,K562; MV4;11; MOLM-13; HEK293T; HEK293; Ba/F3; NIH3T3,Western blot; flow cytometry; degradation reporter,HEK293,K562
2994,10.1021/acs.biochem.1c00377,Q06124,,other,,leukemic cells,degradation reporter,K562; MV4;11; MOLM-13; HEK293T; HEK293; Ba/F3; NIH3T3,Western blot; flow cytometry; degradation reporter,HEK293,K562
2995,10.1021/acs.biochem.1c00377,Q06124,,other,,leukemic cells,degradation reporter,K562; MV4;11; MOLM-13; HEK293T; HEK293; Ba/F3; NIH3T3,Western blot; flow cytometry; degradation reporter,HEK293,K562
2995,10.1021/acs.biochem.1c00377,Q06124,,other,,leukemic cells,degradation reporter,K562; MV4;11; MOLM-13; HEK293T; HEK293; Ba/F3; NIH3T3,Western blot; flow cytometry; degradation reporter,HEK293,K562
2996,10.1021/acs.biochem.1c00377,Q06124,,other,,leukemic cells,degradation reporter,K562; MV4;11; MOLM-13; HEK293T; HEK293; Ba/F3; NIH3T3,Western blot; flow cytometry; degradation reporter,HEK293,K562
2996,10.1021/acs.biochem.1c00377,Q06124,,other,,leukemic cells,degradation reporter,K562; MV4;11; MOLM-13; HEK293T; HEK293; Ba/F3; NIH3T3,Western blot; flow cytometry; degradation reporter,HEK293,K562
2997,10.1016/j.bmcl.2022.128636,P30291,,other,,,,,,,
2998,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
2999,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3000,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3001,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3002,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3003,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3004,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3005,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3006,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3007,10.1016/j.bmcl.2022.128636,P30291,,other,,,,,,,
3008,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3009,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3010,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3011,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3012,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3013,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3014,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3015,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3016,10.1016/j.bmcl.2022.128636,P30291,,,,,,,,,
3017,10.1016/j.bmcl.2021.128448,P10275,,,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,CRPC cell line
3018,10.1016/j.bmcl.2021.128448,P10275,22RV1,other,24.0,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22RV1
3019,10.1016/j.bmcl.2021.128448,P10275,,,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,CRPC cell line
3020,10.1016/j.bmcl.2021.128448,P10275,,,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,CRPC cell line
3021,10.1016/j.bmcl.2021.128448,P10275,22RV1,other,24.0,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22RV1
3022,10.1016/j.bmcl.2021.128448,P10275,,,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,CRPC cell line
3023,10.1016/j.bmcl.2021.128448,P10275,22Rv1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22Rv1
3024,10.1016/j.bmcl.2021.128448,P10275,22Rv1,degradation reporter,24.0,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22Rv1
3025,10.1016/j.bmcl.2021.128448,P10275,22Rv1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22Rv1
3026,10.1016/j.bmcl.2021.128448,P10275,22Rv1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22Rv1
3027,10.1016/j.bmcl.2021.128448,P10275,22Rv1,degradation reporter,24.0,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22Rv1
3028,10.1016/j.bmcl.2021.128448,P10275,22Rv1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22Rv1
3029,10.1016/j.bmcl.2021.128448,P10275,22Rv1,degradation reporter,24.0,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22Rv1
3030,10.1016/j.bmcl.2021.128448,P10275,22Rv1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22Rv1
3031,10.1016/j.bmcl.2021.128448,P10275,22Rv1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22Rv1
3032,10.1016/j.bmcl.2021.128448,P10275,22Rv1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22Rv1
3033,10.1016/j.bmcl.2021.128448,P10275,22RV1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22RV1
3034,10.1016/j.bmcl.2021.128448,P10275,22RV1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22RV1
3035,10.1016/j.bmcl.2021.128448,P10275,22RV1,degradation reporter,24.0,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22RV1
3036,10.1016/j.bmcl.2021.128448,P10275,22RV1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22RV1
3037,10.1016/j.bmcl.2021.128448,P10275,22RV1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22RV1
3038,10.1016/j.bmcl.2021.128448,P10275,22RV1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22RV1
3039,10.1016/j.bmcl.2021.128448,P10275,22RV1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22RV1
3040,10.1016/j.bmcl.2021.128448,P10275,22RV1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22RV1
3041,10.1016/j.bmcl.2021.128448,P10275,22RV1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22RV1
3042,10.1016/j.bmcl.2021.128448,P10275,22RV1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22RV1
3043,10.1016/j.bmcl.2021.128448,P10275,22Rv1,other,,CRPC cell line,degradation assay,,,MCF-7; PC-3; PC3,22Rv1
3044,10.1111/cas.13198,Q9Y6A5,,,,,,,,,
3045,10.1111/cas.13198,Q9Y6A5,,,,,,,,,
3046,10.1111/cas.13198,Q9Y6A5,,,,,,,,,
3047,10.1016/j.bmcl.2022.128584,nan,,,,,,,,,
3048,10.1016/j.bmcl.2022.128584,nan,,,,,,,,,
3049,10.1016/j.bmcl.2022.128584,nan,,,,,,,,,
3050,10.1016/j.bmcl.2022.128584,nan,,,,,,,,,
3051,10.1016/j.bmcl.2022.128584,nan,,,,,,,,,
3052,10.1016/j.bmcl.2022.128584,nan,,,,,,,,,
3053,10.1021/acsmedchemlett.1c00498,P10275,Caco-2,other,,Huh-7,Western blot,,,MCF-7; PC-3; PC3,Caco-2
3053,10.1021/acs.jmedchem.3c01264,P10275,Caco-2,other,,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,Caco-2
3053,10.1021/acs.jmedchem.3c01264,P10275,Caco-2,other,,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,Caco-2
3053,10.1021/acs.jmedchem.3c01264,P10275,Caco-2,other,,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,Caco-2
3053,10.1021/acs.jmedchem.3c01264,P10275,Caco-2,other,,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,Caco-2
3053,10.1021/acs.jmedchem.3c01264,P10275,Caco-2,other,,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,Caco-2
3053,10.1021/acs.jmedchem.3c01264,P10275,Caco-2,other,,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,Caco-2
3053,10.1021/acs.jmedchem.3c01264,P10275,Caco-2,other,,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,Caco-2
3053,10.1021/acs.jmedchem.3c01264,P10275,Caco-2,other,,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,Caco-2
3053,10.1021/acs.jmedchem.3c01264,P10275,Caco-2,other,,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,Caco-2
3053,10.1021/acs.jmedchem.3c01264,P10275,Caco-2,other,,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,Caco-2
3053,10.1021/acs.jmedchem.3c01264,P10275,Caco-2,other,,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,Caco-2
3053,10.1021/acs.jmedchem.3c01264,P10275,Caco-2,other,,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,Caco-2
3053,10.1021/acs.jmedchem.3c01264,P10275,Caco-2,other,,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,Caco-2
3054,10.1021/acsmedchemlett.1c00498,P10275,VCaP,degradation reporter,24.0,Huh-7,Western blot,,,MCF-7; PC-3; PC3,VCaP
3055,10.1021/acsmedchemlett.1c00498,P10275,VCaP,degradation reporter,24.0,Huh-7,Western blot,,,MCF-7; PC-3; PC3,VCaP
3056,10.1021/acsmedchemlett.1c00498,P10275,VCaP,degradation reporter,24.0,Huh-7,Western blot,,,MCF-7; PC-3; PC3,VCaP
3056,10.1021/acs.jmedchem.3c01264,P10275,VCaP,degradation reporter,24.0,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,VCaP
3057,10.1021/acsmedchemlett.1c00498,P10275,VCaP,degradation reporter,24.0,Huh-7,Western blot,,,MCF-7; PC-3; PC3,VCaP
3058,10.1021/acsmedchemlett.1c00498,P10275,VCaP,degradation reporter,24.0,Huh-7,Western blot,,,MCF-7; PC-3; PC3,VCaP
3059,10.1021/acsmedchemlett.1c00498,P10275,VCaP,degradation reporter,24.0,Huh-7,Western blot,,,MCF-7; PC-3; PC3,VCaP
3059,10.1021/acs.jmedchem.3c01264,P10275,VCaP,degradation reporter,24.0,VCaP; LNCaP,degradation reporter,,TR-FRET,MCF-7; PC-3; PC3,VCaP
3060,10.1021/acsmedchemlett.1c00498,P10275,VCaP,degradation reporter,24.0,Huh-7,Western blot,,,MCF-7; PC-3; PC3,VCaP
3061,10.1021/acsmedchemlett.1c00498,P10275,VCaP,degradation reporter,24.0,Huh-7,Western blot,,,MCF-7; PC-3; PC3,VCaP
