caco2_wang,pampa_ncats,hia_hou,solubility_aqsoldb,pgp_broccatelli,lipophilicity_astrazeneca,clearance_hepatocyte_az
0.408985,0.371161,0.309511,0.194839,0.600543,0.575344,0.549164
0.486272,0.416665,0.310923,0.151410,0.759646,0.643243,0.521465
0.486272,0.416665,0.310923,0.151410,0.759646,0.643243,0.521465
0.515135,0.423531,0.319155,0.135686,0.797916,0.649317,0.499631
0.564034,0.467487,0.307491,0.134318,0.820399,0.678979,0.532060
0.479125,0.413058,0.324943,0.145831,0.769039,0.598248,0.530208
0.417200,0.370596,0.279528,0.163950,0.804771,0.605939,0.523845
0.425458,0.387322,0.296139,0.157749,0.798482,0.652062,0.595993
0.437879,0.407314,0.292084,0.137378,0.765885,0.671605,0.535711
0.437879,0.407314,0.292084,0.137378,0.765885,0.671605,0.535711
0.437879,0.407314,0.292084,0.137378,0.765885,0.671605,0.535711
0.485718,0.420056,0.312537,0.133082,0.784274,0.654244,0.531752
0.493754,0.436211,0.289010,0.128222,0.822167,0.710960,0.546116
0.482088,0.399907,0.300883,0.163261,0.752108,0.606806,0.523305
0.431716,0.389276,0.301426,0.165562,0.729869,0.603994,0.535228
0.432586,0.389454,0.322089,0.183017,0.715069,0.626558,0.545179
0.468480,0.429286,0.299990,0.149445,0.825988,0.689190,0.542853
0.467859,0.408045,0.285997,0.122566,0.836146,0.715162,0.539089
0.424693,0.363317,0.313754,0.174906,0.714565,0.561424,0.520770
0.487733,0.410802,0.309014,0.141096,0.803941,0.648393,0.535880
0.447461,0.373977,0.324529,0.172639,0.723283,0.596837,0.533734
0.440692,0.373975,0.316344,0.167862,0.727873,0.611435,0.537306
0.444543,0.376347,0.323651,0.170314,0.719932,0.647212,0.546912
0.446088,0.372750,0.317336,0.180143,0.760752,0.617497,0.572872
0.469133,0.401042,0.311756,0.155538,0.764579,0.624019,0.516501
0.435231,0.416984,0.325058,0.170788,0.801640,0.581401,0.525391
0.427143,0.390946,0.313763,0.209978,0.665052,0.553709,0.507606
0.449728,0.390219,0.306785,0.195051,0.693320,0.560062,0.482502
0.508844,0.445066,0.300218,0.140650,0.776358,0.652586,0.523064
0.480450,0.405830,0.314525,0.178745,0.738998,0.564552,0.494268
0.428934,0.393739,0.317542,0.184100,0.680190,0.569588,0.505281
0.427315,0.394986,0.311775,0.195198,0.666718,0.560931,0.511850
0.494169,0.440756,0.306455,0.182365,0.740006,0.566310,0.511660
0.427202,0.392515,0.325106,0.191617,0.671100,0.517776,0.512916
0.471814,0.403068,0.328159,0.163046,0.750333,0.568190,0.497600
0.466343,0.527702,0.436111,0.144894,0.827978,0.613532,0.507769
0.427746,0.512977,0.408397,0.163152,0.751876,0.596816,0.481723
0.478723,0.547441,0.433102,0.143116,0.828169,0.622910,0.502860
0.458839,0.514606,0.339875,0.098232,0.874747,0.756140,0.581857
0.520814,0.577354,0.408551,0.098250,0.896366,0.790702,0.586045
0.384771,0.349708,0.281640,0.222820,0.775003,0.552798,0.541940
0.387324,0.333952,0.272238,0.233109,0.779356,0.546510,0.556691
0.384034,0.334459,0.280779,0.234095,0.788844,0.555013,0.547265
0.384475,0.334149,0.283636,0.223277,0.777413,0.517938,0.550724
0.400898,0.328602,0.321783,0.167183,0.773851,0.666900,0.557976
0.450451,0.412565,0.365114,0.195035,0.778254,0.562135,0.526797
0.383745,0.349148,0.307736,0.255301,0.725190,0.528446,0.553919
0.373516,0.341112,0.302529,0.250009,0.732569,0.529042,0.549121
0.422407,0.386557,0.317686,0.155016,0.803839,0.671574,0.561716
0.418526,0.364112,0.336085,0.154159,0.772575,0.625995,0.559042
0.418526,0.364112,0.336085,0.154159,0.772575,0.625995,0.559042
0.450533,0.395235,0.357944,0.152240,0.805597,0.657899,0.608887
0.495053,0.421494,0.359520,0.131945,0.825989,0.661121,0.598994
0.495053,0.421494,0.359520,0.131945,0.825989,0.661121,0.598994
0.326743,0.322434,0.278723,0.231627,0.695329,0.508203,0.558470
0.355981,0.328877,0.285644,0.259622,0.728553,0.498182,0.553944
0.361943,0.342064,0.287513,0.253049,0.727218,0.516767,0.548436
0.366091,0.329573,0.275245,0.266499,0.730297,0.523905,0.569912
0.306232,0.295147,0.267332,0.243604,0.688786,0.488303,0.539371
0.339009,0.297663,0.273066,0.283133,0.720645,0.479143,0.535249
0.345066,0.311127,0.276022,0.273244,0.716691,0.492467,0.530689
0.348311,0.299855,0.264366,0.289675,0.723466,0.493397,0.549157
0.344163,0.312007,0.265996,0.281639,0.708883,0.460977,0.533150
0.297393,0.286831,0.262888,0.256344,0.689733,0.481780,0.548520
0.325847,0.290101,0.269036,0.298986,0.721419,0.464585,0.545574
0.333603,0.301176,0.271018,0.290096,0.722434,0.476497,0.541830
0.337978,0.291349,0.258329,0.297120,0.724653,0.480338,0.554856
0.329781,0.305126,0.261289,0.295933,0.709021,0.441751,0.544075
0.346654,0.324109,0.315658,0.154448,0.803816,0.661181,0.525827
0.358729,0.329262,0.295183,0.152323,0.857790,0.680937,0.493617
0.373473,0.326166,0.287203,0.142009,0.839261,0.688874,0.537057
0.347210,0.317242,0.284848,0.144890,0.834668,0.680771,0.514069
0.368509,0.341995,0.299393,0.147544,0.862075,0.689250,0.517035
0.374270,0.339268,0.295535,0.143599,0.856419,0.699002,0.561261
0.370497,0.331959,0.300871,0.141161,0.849998,0.699743,0.544316
0.360789,0.340824,0.313033,0.130991,0.839450,0.676030,0.517042
0.367831,0.334703,0.307004,0.128677,0.839232,0.689454,0.581877
0.353314,0.332073,0.295481,0.137099,0.856739,0.688510,0.537811
0.361117,0.315796,0.302249,0.129994,0.850014,0.714642,0.545721
0.339786,0.315135,0.298105,0.140843,0.817610,0.683879,0.482235
0.319018,0.297274,0.310701,0.217214,0.720682,0.517839,0.576372
0.310704,0.306784,0.300010,0.215697,0.710062,0.496446,0.570513
0.289406,0.263449,0.288300,0.235603,0.713357,0.473548,0.565712
0.283960,0.269622,0.278479,0.238529,0.700877,0.461469,0.563337
0.283839,0.260566,0.285870,0.247138,0.708154,0.459472,0.570788
0.277673,0.268881,0.277581,0.251753,0.700087,0.441460,0.570742
0.356974,0.307141,0.307447,0.149974,0.818147,0.697998,0.583607
0.392429,0.382216,0.317945,0.181453,0.827152,0.655304,0.505562
0.392429,0.382216,0.317945,0.181453,0.827152,0.655304,0.505562
0.388546,0.364122,0.301739,0.181918,0.821737,0.654362,0.516483
0.388546,0.364122,0.301739,0.181918,0.821737,0.654362,0.516483
0.356734,0.362359,0.320230,0.155620,0.795472,0.722753,0.494028
0.570658,0.655288,0.496640,0.096946,0.899622,0.759938,0.530542
0.582182,0.640661,0.486085,0.093758,0.919601,0.759621,0.549593
0.570658,0.655288,0.496640,0.096946,0.899622,0.759938,0.530542
0.514028,0.575839,0.435791,0.077196,0.895764,0.753555,0.582796
0.439148,0.451707,0.341449,0.118161,0.852575,0.612644,0.558491
0.385044,0.299402,0.277641,0.172473,0.781123,0.540711,0.560813
0.385044,0.299402,0.277641,0.172473,0.781123,0.540711,0.560813
0.361007,0.346450,0.305253,0.162146,0.871631,0.692360,0.522796
0.372589,0.332624,0.304477,0.157016,0.868681,0.701940,0.578879
0.362171,0.315979,0.307083,0.155300,0.851728,0.693119,0.554111
0.369881,0.345621,0.303991,0.153132,0.854287,0.685426,0.497458
0.482599,0.526215,0.391510,0.120852,0.891242,0.636103,0.591581
0.441231,0.513935,0.378121,0.140633,0.807632,0.558098,0.511742
0.364612,0.341353,0.306465,0.141215,0.845259,0.670079,0.601534
0.327131,0.323549,0.301443,0.143987,0.805165,0.660877,0.546942
0.425131,0.375225,0.363631,0.200159,0.698799,0.592924,0.546678
0.425131,0.375225,0.363631,0.200159,0.698799,0.592924,0.546678
0.490690,0.407537,0.363726,0.164723,0.762822,0.521103,0.546975
0.490690,0.407537,0.363726,0.164723,0.762822,0.521103,0.546975
0.394773,0.372433,0.345757,0.222295,0.647667,0.517856,0.547288
0.394773,0.372433,0.345757,0.222295,0.647667,0.517856,0.547288
0.513928,0.482065,0.354943,0.154731,0.836210,0.604466,0.561283
0.513928,0.482065,0.354943,0.154731,0.836210,0.604466,0.561283
0.383997,0.375806,0.327355,0.251788,0.672666,0.501697,0.508627
0.383997,0.375806,0.327355,0.251788,0.672666,0.501697,0.508627
0.439198,0.393964,0.350422,0.200216,0.732320,0.561507,0.546010
0.439198,0.393964,0.350422,0.200216,0.732320,0.561507,0.546010
0.412572,0.388951,0.331283,0.228674,0.701102,0.508825,0.534945
0.412572,0.388951,0.331283,0.228674,0.701102,0.508825,0.534945
0.433113,0.393193,0.347984,0.203212,0.736327,0.565342,0.553719
0.433113,0.393193,0.347984,0.203212,0.736327,0.565342,0.553719
0.503025,0.431091,0.362178,0.170729,0.753655,0.519326,0.535484
0.503025,0.431091,0.362178,0.170729,0.753655,0.519326,0.535484
0.622076,0.608657,0.484344,0.138508,0.894961,0.677206,0.455326
0.367892,0.352468,0.304250,0.131140,0.837309,0.708137,0.515818
0.362633,0.328262,0.306898,0.121577,0.826647,0.697073,0.549698
0.367592,0.318190,0.300053,0.125959,0.818765,0.691014,0.568890
0.368711,0.318101,0.295213,0.126728,0.798204,0.686059,0.556667
0.334905,0.319697,0.292816,0.131811,0.800413,0.680770,0.534227
0.358741,0.351647,0.311228,0.131598,0.825989,0.688035,0.521450
0.373090,0.344658,0.306749,0.128902,0.829288,0.708099,0.591521
0.374993,0.330680,0.301039,0.130337,0.863874,0.752061,0.610573
0.362388,0.325858,0.310327,0.125313,0.799033,0.690974,0.559630
0.367892,0.352468,0.304250,0.131140,0.837309,0.708137,0.515818
0.354854,0.315019,0.313127,0.153959,0.783298,0.628459,0.598270
0.352972,0.306630,0.312325,0.162279,0.732281,0.665319,0.532079
0.342546,0.329410,0.311028,0.176112,0.726996,0.644739,0.525653
0.344884,0.328315,0.305042,0.138814,0.741322,0.664320,0.497748
0.361935,0.317080,0.303318,0.152282,0.764200,0.644334,0.570616
0.521222,0.534964,0.367538,0.132032,0.825743,0.639916,0.528052
0.546434,0.485933,0.425494,0.120422,0.821384,0.684123,0.524676
0.346878,0.379865,0.318822,0.162858,0.699704,0.703106,0.530628
0.341973,0.361806,0.318354,0.182809,0.713113,0.700152,0.556766
0.559076,0.509091,0.445401,0.135577,0.764960,0.667462,0.531468
0.545985,0.509782,0.366569,0.145778,0.826840,0.730889,0.540779
0.532153,0.545283,0.369771,0.138397,0.825258,0.731965,0.554810
0.524759,0.530062,0.383519,0.143329,0.831048,0.741545,0.552787
0.527564,0.499871,0.436205,0.161313,0.800678,0.680111,0.583988
0.524406,0.491744,0.435313,0.129978,0.794876,0.692335,0.543328
0.524406,0.491744,0.435313,0.129978,0.794876,0.692335,0.543328
0.524406,0.491744,0.435313,0.129978,0.794876,0.692335,0.543328
0.458556,0.437026,0.365405,0.152296,0.736606,0.585881,0.526873
0.459360,0.450395,0.383418,0.168603,0.763159,0.632158,0.540297
0.520556,0.490697,0.420199,0.152830,0.791166,0.650995,0.563686
0.444746,0.447647,0.373475,0.196505,0.751847,0.602623,0.513851
0.528062,0.478438,0.427124,0.135901,0.807189,0.662919,0.515932
0.525569,0.486332,0.439273,0.148471,0.799735,0.673564,0.534127
0.525569,0.486332,0.439273,0.148471,0.799735,0.673564,0.534127
0.525569,0.486332,0.439273,0.148471,0.799735,0.673564,0.534127
0.515184,0.476461,0.418110,0.132790,0.831848,0.714946,0.541562
0.511497,0.475672,0.419009,0.119345,0.837021,0.690192,0.558201
0.559331,0.514235,0.384371,0.139671,0.845237,0.677891,0.607323
0.527456,0.473489,0.434959,0.161811,0.814124,0.634996,0.615855
0.527918,0.473838,0.434343,0.125790,0.807456,0.647692,0.570060
0.443585,0.514450,0.420426,0.156628,0.783818,0.616890,0.527261
0.354367,0.317364,0.315065,0.157507,0.772917,0.655606,0.575096
0.387149,0.406668,0.312927,0.149382,0.771441,0.759335,0.531004
0.346707,0.318188,0.320168,0.277793,0.683180,0.591792,0.525861
0.365200,0.331637,0.352901,0.255791,0.702617,0.611857,0.522966
0.393156,0.379777,0.341192,0.247905,0.629062,0.583524,0.453958
0.368868,0.320229,0.326633,0.228202,0.737538,0.633540,0.553950
0.324404,0.311180,0.320694,0.274074,0.648947,0.508554,0.536965
0.355179,0.315526,0.325909,0.240909,0.720546,0.621102,0.540302
0.327974,0.327143,0.308142,0.277719,0.633289,0.517757,0.502216
0.346920,0.330782,0.332678,0.278796,0.646443,0.533908,0.509834
0.391508,0.384231,0.340116,0.237660,0.666258,0.564930,0.453441
0.346920,0.330782,0.332678,0.278796,0.646443,0.533908,0.509834
0.391508,0.384231,0.340116,0.237660,0.666258,0.564930,0.453441
0.326730,0.312345,0.320578,0.277345,0.701025,0.596662,0.522979
0.319605,0.310885,0.330085,0.281210,0.676017,0.557753,0.531084
0.350608,0.351877,0.343542,0.234248,0.693391,0.587588,0.488128
0.337834,0.312811,0.315816,0.272798,0.692246,0.560792,0.530276
0.380617,0.336666,0.323830,0.241437,0.816631,0.657034,0.554898
0.357527,0.319355,0.317997,0.226441,0.760909,0.628534,0.558274
0.369766,0.340063,0.323110,0.222991,0.815526,0.678943,0.542071
0.435164,0.419838,0.345021,0.174450,0.822930,0.704260,0.472401
0.421691,0.396599,0.335171,0.182805,0.753779,0.672833,0.454886
0.362136,0.332889,0.320740,0.212912,0.812570,0.702127,0.558479
0.423399,0.413829,0.342214,0.169973,0.822497,0.721776,0.486271
0.415853,0.408452,0.324558,0.183864,0.757395,0.686354,0.490505
0.329936,0.308428,0.311374,0.263104,0.710056,0.605022,0.526740
0.367686,0.351604,0.319793,0.208111,0.712687,0.643324,0.473143
0.363673,0.360539,0.310501,0.219336,0.672375,0.602313,0.487825
0.351290,0.308855,0.302188,0.246600,0.716742,0.638871,0.527767
0.321484,0.304104,0.329377,0.242895,0.705231,0.572743,0.562829
0.360421,0.338996,0.340253,0.198507,0.708129,0.612384,0.512053
0.358172,0.358994,0.324839,0.200233,0.665352,0.583751,0.515486
0.342078,0.315210,0.321902,0.209722,0.748966,0.565609,0.560298
0.347858,0.326492,0.320673,0.221057,0.772675,0.618989,0.543842
0.344761,0.328539,0.295723,0.229961,0.756628,0.575513,0.547491
0.363511,0.339575,0.328277,0.220272,0.782608,0.652002,0.556962
0.363511,0.339575,0.328277,0.220272,0.782608,0.652002,0.556962
0.370694,0.353751,0.331520,0.238307,0.780096,0.625677,0.540305
0.360606,0.357155,0.326575,0.218367,0.798428,0.647475,0.541401
0.425432,0.424251,0.352019,0.175184,0.780464,0.630985,0.472250
0.363602,0.360136,0.331443,0.205374,0.783440,0.659567,0.535331
0.359745,0.350540,0.328440,0.206880,0.791778,0.682766,0.549312
0.424760,0.446456,0.361425,0.158208,0.833331,0.702491,0.494719
0.340871,0.325333,0.309973,0.253132,0.766545,0.613701,0.546677
0.366629,0.341175,0.324236,0.195911,0.809485,0.701505,0.554878
0.370682,0.363294,0.337593,0.231464,0.709814,0.629198,0.550477
0.360091,0.350351,0.267828,0.208981,0.717658,0.510983,0.552952
0.391567,0.345388,0.381968,0.193354,0.641974,0.662869,0.525742
0.323153,0.304013,0.314839,0.174349,0.649370,0.679812,0.533208
0.332838,0.315193,0.329639,0.161411,0.694041,0.707838,0.557445
0.403974,0.373606,0.354344,0.140077,0.758677,0.746549,0.533668
0.316451,0.314440,0.314540,0.176904,0.650845,0.683060,0.553468
0.382068,0.346672,0.344994,0.151389,0.710538,0.731247,0.538923
0.402314,0.343955,0.359641,0.170365,0.700381,0.727251,0.538194
0.403086,0.336133,0.361037,0.168213,0.706181,0.714923,0.530183
0.317952,0.311984,0.292120,0.180443,0.668787,0.639658,0.500410
0.335174,0.320889,0.303121,0.168322,0.719794,0.681200,0.520136
0.405847,0.382983,0.329064,0.149469,0.766954,0.720338,0.508738
0.310692,0.320263,0.291982,0.183299,0.673587,0.644537,0.519330
0.383530,0.357566,0.322195,0.160142,0.721167,0.693971,0.509596
0.336875,0.321781,0.299724,0.201594,0.663075,0.646465,0.527721
0.407668,0.358393,0.332749,0.179727,0.710346,0.701731,0.509576
0.383734,0.395829,0.352603,0.196535,0.645707,0.589295,0.544151
0.363712,0.328971,0.328099,0.209918,0.712988,0.554180,0.475558
0.529050,0.516988,0.433161,0.090416,0.831833,0.693702,0.533384
0.541757,0.530569,0.425934,0.093894,0.829323,0.683878,0.506406
0.562985,0.586063,0.484187,0.104828,0.799466,0.597026,0.493841
0.552239,0.582940,0.420129,0.150889,0.654192,0.476690,0.422250
0.405764,0.404885,0.341968,0.148466,0.781631,0.728655,0.457015
0.565829,0.580260,0.498065,0.113991,0.780493,0.574726,0.460810
0.403086,0.336133,0.361037,0.168213,0.706181,0.714923,0.530183
0.401285,0.361943,0.333076,0.182284,0.754503,0.602680,0.468570
0.588365,0.596239,0.519674,0.105867,0.853256,0.724275,0.584158
0.397610,0.341014,0.323589,0.156935,0.666937,0.633966,0.503412
0.439393,0.388740,0.349621,0.161053,0.812110,0.670426,0.481773
0.439393,0.388740,0.349621,0.161053,0.812110,0.670426,0.481773
0.500799,0.545625,0.516623,0.164329,0.723064,0.616062,0.489331
0.532285,0.502507,0.408100,0.117200,0.839272,0.639843,0.489728
0.538543,0.496002,0.431287,0.124944,0.818247,0.613737,0.502392
0.507452,0.454619,0.429162,0.143951,0.813588,0.643746,0.501799
0.482744,0.433595,0.396725,0.145524,0.768426,0.620887,0.515049
0.525489,0.510906,0.500395,0.116782,0.840983,0.672865,0.510377
0.506189,0.445112,0.421245,0.139130,0.779921,0.621052,0.491143
0.513067,0.451931,0.419470,0.152182,0.765623,0.629450,0.469728
0.512181,0.474597,0.400461,0.133391,0.776689,0.616420,0.507227
0.526017,0.507109,0.403935,0.094866,0.833218,0.664724,0.488368
0.553708,0.538936,0.458801,0.123361,0.853136,0.654191,0.505629
0.521426,0.522275,0.416848,0.094160,0.839197,0.669258,0.519158
0.524262,0.512019,0.431084,0.118303,0.846502,0.662636,0.497485
0.526765,0.511964,0.444920,0.123797,0.838780,0.627656,0.500467
0.527207,0.513515,0.414223,0.105720,0.855544,0.695500,0.491810
0.528499,0.507316,0.420094,0.106030,0.831241,0.680933,0.489732
0.542302,0.569118,0.522085,0.117165,0.866760,0.679060,0.492580
0.466197,0.471249,0.408488,0.143997,0.785659,0.577628,0.492105
0.524438,0.516921,0.428664,0.120691,0.843577,0.637243,0.488228
0.550451,0.579643,0.506862,0.103967,0.856387,0.699597,0.486367
0.556014,0.590252,0.526002,0.108743,0.875292,0.708786,0.495455
0.543329,0.587942,0.512975,0.110214,0.853499,0.671778,0.477126
0.547265,0.525464,0.425013,0.099370,0.838490,0.655284,0.530747
0.533535,0.518219,0.429508,0.121002,0.838966,0.633408,0.498886
0.533535,0.518219,0.429508,0.121002,0.838966,0.633408,0.498886
0.533535,0.518219,0.429508,0.121002,0.838966,0.633408,0.498886
0.553143,0.590317,0.513856,0.109621,0.848992,0.665172,0.487773
0.553143,0.590317,0.513856,0.109621,0.848992,0.665172,0.487773
0.564306,0.601832,0.508912,0.108662,0.854088,0.706355,0.500515
0.547544,0.536923,0.418936,0.102394,0.847037,0.673110,0.518624
0.546575,0.583298,0.506116,0.098745,0.854353,0.706382,0.486724
0.512866,0.465779,0.455513,0.142424,0.776799,0.600250,0.495675
0.504120,0.478658,0.467374,0.157778,0.766331,0.551992,0.491598
0.515083,0.470898,0.455488,0.126996,0.786264,0.642729,0.488662
0.508468,0.471374,0.471728,0.153543,0.784340,0.581307,0.483932
0.528220,0.508609,0.510326,0.158752,0.804988,0.600902,0.577581
0.499134,0.454395,0.435763,0.167429,0.768444,0.554333,0.549682
0.591336,0.582023,0.554597,0.104368,0.841453,0.660379,0.562106
0.518624,0.464798,0.421651,0.116363,0.781165,0.622569,0.487279
0.521144,0.478761,0.426210,0.123872,0.767565,0.608610,0.486279
0.521414,0.465839,0.429071,0.111013,0.816929,0.654796,0.493281
0.514120,0.466597,0.452149,0.130313,0.805359,0.602513,0.487876
0.516853,0.472758,0.441694,0.117827,0.793795,0.601588,0.509938
0.546568,0.535524,0.517812,0.104681,0.815936,0.657492,0.528967
0.523182,0.487029,0.440611,0.112997,0.783957,0.608914,0.501232
0.551812,0.528397,0.523984,0.109950,0.818891,0.640310,0.542487
0.553807,0.532689,0.512245,0.102204,0.825725,0.666788,0.536196
0.519063,0.480728,0.440835,0.119435,0.786665,0.585667,0.515598
0.528409,0.484765,0.433655,0.110111,0.792482,0.599042,0.515195
0.564888,0.543008,0.522048,0.106185,0.813758,0.639865,0.539303
0.564671,0.536566,0.511058,0.102284,0.825938,0.666937,0.527424
0.535041,0.495790,0.438675,0.112451,0.781605,0.590587,0.513210
0.538843,0.487247,0.427560,0.109125,0.792399,0.606959,0.506895
0.558443,0.539201,0.504862,0.110917,0.799523,0.619814,0.513920
0.524219,0.486474,0.411080,0.121212,0.759274,0.571766,0.500599
0.541212,0.530998,0.525259,0.114499,0.820507,0.611311,0.527792
0.502028,0.475603,0.437604,0.124934,0.777192,0.564135,0.498494
0.545867,0.545379,0.523335,0.114883,0.809451,0.623488,0.534192
0.524879,0.478738,0.446877,0.124526,0.787020,0.631788,0.486256
0.518440,0.480082,0.459081,0.138992,0.788014,0.579644,0.483890
0.523607,0.482004,0.421157,0.112799,0.818662,0.675486,0.486375
0.507922,0.470069,0.416707,0.132388,0.821859,0.610331,0.476248
0.516046,0.469376,0.432537,0.138072,0.805180,0.603884,0.473989
0.514202,0.479269,0.441897,0.131417,0.811195,0.624581,0.486489
0.584836,0.580028,0.514653,0.096677,0.855761,0.677770,0.533823
0.531920,0.487222,0.448827,0.120624,0.783759,0.620985,0.496556
0.556177,0.571998,0.530533,0.126439,0.850628,0.664526,0.498446
0.519424,0.531669,0.509117,0.127821,0.804268,0.615475,0.473810
0.537631,0.543721,0.474503,0.130646,0.834252,0.683565,0.487948
0.530338,0.494407,0.443773,0.122241,0.790049,0.639997,0.516967
0.531755,0.496518,0.427229,0.116299,0.806500,0.660235,0.510232
0.541025,0.543250,0.478062,0.107337,0.837967,0.710222,0.491816
0.515694,0.523713,0.494630,0.132192,0.824887,0.625833,0.494865
0.532925,0.540050,0.486815,0.123127,0.833780,0.662965,0.486452
0.544267,0.548838,0.468536,0.121016,0.832118,0.699831,0.480345
0.536451,0.539942,0.466255,0.126696,0.829522,0.682256,0.516742
0.516599,0.530198,0.479063,0.124500,0.841488,0.638539,0.485607
0.605488,0.613155,0.526154,0.097127,0.878707,0.754296,0.505554
0.580296,0.605569,0.537783,0.101353,0.854241,0.715246,0.486300
0.546650,0.535888,0.540045,0.123035,0.816067,0.640899,0.525728
0.526949,0.484302,0.457295,0.130846,0.780186,0.574751,0.497627
0.545748,0.529691,0.486213,0.117352,0.826539,0.637900,0.536160
0.516342,0.475795,0.425008,0.120337,0.779152,0.587654,0.505622
0.527836,0.542162,0.511574,0.120380,0.807266,0.653643,0.474978
0.526515,0.488014,0.454872,0.132445,0.791325,0.595495,0.512365
0.543825,0.521378,0.471862,0.110593,0.842439,0.654521,0.532878
0.524033,0.475687,0.403913,0.111990,0.815028,0.610437,0.511966
0.567600,0.567044,0.517236,0.113535,0.861143,0.720690,0.507061
0.530129,0.537579,0.496119,0.122498,0.831529,0.667194,0.491472
0.537661,0.537080,0.480600,0.116808,0.836261,0.675941,0.480861
0.541515,0.533511,0.486467,0.120524,0.827446,0.662752,0.483324
0.501306,0.489155,0.412362,0.142421,0.775606,0.551643,0.498074
0.527894,0.508047,0.492622,0.132727,0.796308,0.615661,0.516996
0.503330,0.483907,0.407233,0.139564,0.771234,0.549796,0.498553
0.580341,0.601387,0.559464,0.115743,0.835635,0.636813,0.468383
0.531297,0.478830,0.406804,0.109508,0.828578,0.673193,0.492764
0.545307,0.524196,0.496493,0.124463,0.846105,0.666424,0.513601
0.528687,0.480521,0.423914,0.128220,0.824565,0.634635,0.491690
0.515551,0.472216,0.416157,0.122101,0.773179,0.596584,0.493081
0.523097,0.475898,0.420514,0.117009,0.787324,0.602049,0.508766
0.565691,0.573127,0.496264,0.111228,0.827733,0.700387,0.493776
0.542856,0.518289,0.511611,0.104204,0.827056,0.665792,0.530979
0.553774,0.528887,0.500368,0.105070,0.838894,0.672105,0.539488
0.517273,0.471704,0.426134,0.114391,0.794439,0.606746,0.507999
0.529082,0.473440,0.442325,0.104300,0.799037,0.625330,0.512732
0.529423,0.480545,0.419074,0.109567,0.801492,0.622084,0.501590
0.555362,0.527033,0.509198,0.101148,0.822514,0.668518,0.529172
0.565497,0.539968,0.498911,0.102114,0.833808,0.675561,0.539427
0.565458,0.525073,0.504966,0.098497,0.839542,0.677729,0.527366
0.534121,0.480639,0.423657,0.108022,0.789522,0.615549,0.504389
0.543810,0.491997,0.430075,0.105360,0.788016,0.627568,0.517970
0.539045,0.476321,0.436141,0.103009,0.797333,0.636178,0.503518
0.550659,0.522809,0.460966,0.105605,0.821822,0.687399,0.478611
0.548850,0.514208,0.523635,0.109324,0.819217,0.643086,0.531852
0.515941,0.466069,0.436823,0.117679,0.785933,0.589136,0.501199
0.539996,0.536018,0.502414,0.117197,0.843659,0.689378,0.539472
0.531625,0.492405,0.432449,0.120170,0.803923,0.664378,0.518634
0.526087,0.534335,0.486594,0.126980,0.832085,0.676720,0.497637
0.538558,0.510878,0.487747,0.102897,0.833735,0.690440,0.532757
0.512730,0.465193,0.419876,0.109689,0.791925,0.649058,0.502687
0.540120,0.506917,0.514545,0.105716,0.819155,0.677213,0.522614
0.509732,0.453251,0.431009,0.113607,0.787365,0.614121,0.493206
0.586466,0.609235,0.542178,0.109121,0.859778,0.720803,0.525533
0.544399,0.540229,0.511471,0.117635,0.843794,0.671710,0.540518
0.530338,0.494407,0.443773,0.122241,0.790049,0.639997,0.516967
0.536995,0.545354,0.463317,0.121423,0.850357,0.660874,0.493982
0.556477,0.556624,0.439683,0.126121,0.856806,0.685720,0.498966
0.533217,0.537141,0.427170,0.125097,0.855560,0.665297,0.485841
0.537715,0.523040,0.487816,0.118572,0.829187,0.653284,0.456512
0.518023,0.542268,0.446147,0.092559,0.838112,0.657332,0.524195
0.523082,0.544993,0.427508,0.103876,0.840125,0.683733,0.521320
0.524248,0.519362,0.436764,0.123466,0.838999,0.626942,0.471298
0.532695,0.539689,0.445654,0.119299,0.840382,0.664769,0.492214
0.544679,0.542596,0.473157,0.122034,0.808962,0.631920,0.515253
0.521524,0.520764,0.455764,0.124915,0.802185,0.570426,0.491077
0.552076,0.538408,0.441238,0.106411,0.831139,0.682811,0.532876
0.397367,0.459241,0.406214,0.169590,0.680661,0.436213,0.495892
0.502025,0.484762,0.430728,0.136121,0.799498,0.624931,0.473630
0.511597,0.538194,0.508586,0.117552,0.824077,0.646547,0.504361
0.573808,0.607459,0.498550,0.106959,0.820075,0.717694,0.526663
0.390743,0.471093,0.371664,0.154073,0.627445,0.423672,0.513144
0.407079,0.477197,0.393134,0.131703,0.696225,0.437625,0.529771
0.411306,0.436695,0.367582,0.136614,0.691523,0.418576,0.510598
0.382793,0.413336,0.362036,0.144961,0.615224,0.419667,0.540007
0.387298,0.421605,0.351480,0.150556,0.624651,0.441699,0.542482
0.532166,0.495633,0.421783,0.121228,0.748503,0.579373,0.526004
0.526241,0.492465,0.437098,0.148833,0.778579,0.618369,0.483924
0.543837,0.551165,0.504712,0.141353,0.773263,0.590178,0.532909
0.542832,0.519721,0.442962,0.129596,0.796583,0.620941,0.511102
0.421729,0.428196,0.381010,0.150534,0.721011,0.544748,0.486207
0.535385,0.521749,0.455198,0.119837,0.770936,0.634839,0.493196
0.492182,0.439384,0.404553,0.170759,0.720472,0.483226,0.476524
0.544968,0.539962,0.486133,0.124136,0.811183,0.647668,0.532462
0.520476,0.516273,0.456301,0.116816,0.806337,0.636319,0.516479
0.533863,0.531201,0.499958,0.128330,0.813307,0.608340,0.507491
